Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_1_weight,Symptom_2_weight,Symptom_3_weight,Symptom_4_weight,Symptom_5_weight,Symptom_6_weight,Symptom_7_weight,Symptom_8_weight,Symptom_9_weight,Symptom_10_weight,Symptom_11_weight,Symptom_12_weight,Symptom_13_weight,Symptom_14_weight,Symptom_15_weight,Symptom_16_weight,Symptom_17_weight,weight_total
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,0,0,0,0,0,0,0,0,0,1,5.0,4.0,3.0,7.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,0,0,0,0,0,0,0,0,0,1,5.0,4.0,3.0,7.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
Jaundice,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,0,0,0,0,0,0,0,0,0,0,5,4.0,3.0,7.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Jaundice,itching,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,0,0,0,0,0,0,0,0,0,0,1,4.0,3.0,7.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
Jaundice,itching,vomiting,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain,0,0,0,0,0,0,0,0,0,0,1,5.0,3.0,7.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Jaundice,itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,7.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Jaundice,itching,vomiting,fatigue,weight_loss,yellowish_skin,dark_urine,abdominal_pain,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,dark_urine,abdominal_pain,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,3.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,abdominal_pain,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,3.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,3.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain,0,0,0,0,0,0,0,0,0,0,3,5.0,7.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,0,0,0,0,0,0,0,0,0,3,5.0,7.0,3.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,0,0,0,0,0,0,0,0,0,3,5.0,7.0,3.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Malaria,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,0,0,0,0,0,0,0,0,0,0,5,7.0,3.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
Malaria,chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,0,0,0,0,0,0,0,0,0,0,3,7.0,3.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Malaria,chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain,0,0,0,0,0,0,0,0,0,0,3,5.0,3.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Malaria,chills,vomiting,high_fever,headache,nausea,diarrhoea,muscle_pain,0,0,0,0,0,0,0,0,0,0,3,5.0,7.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
Malaria,chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain,0,0,0,0,0,0,0,0,0,0,3,5.0,7.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
Malaria,chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain,0,0,0,0,0,0,0,0,0,0,3,5.0,7.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain,0,0,0,0,0,0,0,0,0,0,3,5.0,7.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,0,0,0,0,0,0,1,3.0,4.0,2.0,7.0,3.0,4.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Chicken pox,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,0,0,0,0,0,0,0,3,4.0,2.0,7.0,3.0,4.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
Chicken pox,itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,0,0,0,0,0,0,0,1,4.0,2.0,7.0,3.0,4.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
Chicken pox,itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,0,0,0,0,0,0,0,1,3.0,2.0,7.0,3.0,4.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
Chicken pox,itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,0,0,0,0,0,0,0,1,3.0,4.0,7.0,3.0,4.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Chicken pox,itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,0,0,0,0,0,0,0,1,3.0,4.0,2.0,3.0,4.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,0,0,0,0,0,0,0,1,3.0,4.0,2.0,7.0,4.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body,0,0,0,0,0,0,0,1,3.0,4.0,2.0,7.0,3.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,swelled_lymph_nodes,malaise,red_spots_over_body,0,0,0,0,0,0,0,1,3.0,4.0,2.0,7.0,3.0,4.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,malaise,red_spots_over_body,0,0,0,0,0,0,0,1,3.0,4.0,2.0,7.0,3.0,4.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,muscle_pain,red_spots_over_body,0,0,0,0,3,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,49.0
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body,0,0,0,0,3,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,4.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,53.0
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,0,0,0,0,3,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,4.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,52.0
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,0,0,0,3,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,4.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,55.0
Dengue,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,0,0,0,0,3,3.0,5.0,4.0,7.0,3.0,5.0,4.0,4.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,52.0
Dengue,skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,0,0,0,0,3,3.0,5.0,4.0,7.0,3.0,5.0,4.0,4.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,52.0
Dengue,skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,0,0,0,0,3,3.0,5.0,4.0,7.0,3.0,5.0,4.0,4.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,52.0
Dengue,skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,0,0,0,0,3,3.0,3.0,4.0,7.0,3.0,5.0,4.0,4.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,50.0
Dengue,skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,0,0,0,0,3,3.0,3.0,5.0,7.0,3.0,5.0,4.0,4.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,51.0
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,0,0,0,0,3,3.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,48.0
Typhoid,chills,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,0,0,0,0,0,0,0,3,5.0,4.0,7.0,5.0,4.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
Typhoid,chills,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,0,0,0,0,0,0,0,3,5.0,4.0,7.0,3.0,4.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,0,0,0,0,0,0,0,3,5.0,4.0,7.0,3.0,5.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,diarrhoea,toxic_look_(typhos),belly_pain,0,0,0,0,0,0,0,3,5.0,4.0,7.0,3.0,5.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain,0,0,0,0,0,0,0,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain,0,0,0,0,0,0,0,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),0,0,0,0,0,0,0,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,0,0,0,0,0,0,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,0,0,0,0,0,0,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Typhoid,chills,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain,0,0,0,0,0,0,0,3,4.0,7.0,3.0,5.0,4.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,0,0,0,0,0,0,3,5.0,3.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,0,0,0,0,0,0,3,5.0,3.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
hepatitis A,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,0,0,0,0,0,0,0,5,3.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
hepatitis A,joint_pain,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,0,0,0,0,0,0,0,3,3.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
hepatitis A,joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,0,0,0,0,0,0,0,3,5.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
hepatitis A,joint_pain,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,0,0,0,0,0,0,0,3,5.0,3.0,5.0,4.0,4.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,0,0,0,0,0,0,0,3,5.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,0,0,0,0,0,0,0,3,5.0,3.0,4.0,5.0,4.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain,0,0,0,0,0,0,0,3,5.0,3.0,4.0,5.0,4.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,mild_fever,yellowing_of_eyes,muscle_pain,0,0,0,0,0,0,0,3,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,0,0,0,0,0,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,0,0,0,0,0,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0
Hepatitis B,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,0,0,0,0,0,0,4,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Hepatitis B,itching,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,0,0,0,0,0,0,1,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Hepatitis B,itching,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,0,0,0,0,0,0,1,4.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
Hepatitis B,itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,0,0,0,0,0,0,1,4.0,2.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,0,0,0,0,0,0,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,0,0,0,0,0,0,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,0,0,0,0,0,0,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Hepatitis B,itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,0,0,0,0,0,0,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,family_history,0,0,0,0,0,0,0,0,0,0,0,0,4,3.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,0,0,0,0,0,0,0,0,0,0,0,4,3.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Hepatitis C,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Hepatitis C,fatigue,nausea,loss_of_appetite,yellowing_of_eyes,family_history,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Hepatitis C,fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history,0,0,0,0,0,0,0,0,0,0,0,0,4,3.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Hepatitis C,fatigue,yellowish_skin,nausea,yellowing_of_eyes,family_history,0,0,0,0,0,0,0,0,0,0,0,0,4,3.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,family_history,0,0,0,0,0,0,0,0,0,0,0,0,4,3.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,0,0,0,0,0,0,0,0,0,0,0,0,4,3.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,0,0,0,0,0,0,0,0,0,0,0,4,3.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,0,0,0,0,0,0,0,0,0,0,0,4,3.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,0,0,0,0,0,0,0,0,3,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Hepatitis D,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,0,0,0,0,0,0,0,0,0,5,4.0,3.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
